,source_target,source,sourceID,target,targetID,movies,moviesID,connections_y
19648,Soven Lahiri P.C. Mukherjee,Soven Lahiri,nm0481574,P.C. Mukherjee,nm5586945,The Middleman,tt0074710,1
19649,Soven Lahiri P.L. Sanganaria,Soven Lahiri,nm0481574,P.L. Sanganaria,nm5587111,The Middleman,tt0074710,1
19650,Soven Lahiri Padmadevi,Soven Lahiri,nm0481574,Padmadevi,nm0222471,The Middleman,tt0074710,1
19651,Soven Lahiri Parameshwar Raut,Soven Lahiri,nm0481574,Parameshwar Raut,nm5582819,The Adversary,tt0066237,1
19652,Soven Lahiri Patrick Jackson,Soven Lahiri,nm0481574,Patrick Jackson,nm5587419,The Middleman,tt0074710,1
19653,Soven Lahiri Pisu Majumdar,Soven Lahiri,nm0481574,Pisu Majumdar,nm0538298,The Adversary,tt0066237,1
19654,Soven Lahiri Pradip Mukherjee,Soven Lahiri,nm0481574,Pradip Mukherjee,nm0611544,The Middleman,tt0074710,1
19655,Soven Lahiri Pradip Mukherjee,Soven Lahiri,nm0481574,Pradip Mukherjee,nm0611544,Branches of the Tree,tt0100587,1
19656,Soven Lahiri Pradip Neogi,Soven Lahiri,nm0481574,Pradip Neogi,nm4821964,The Middleman,tt0074710,1
19657,Soven Lahiri Prashanta Das,Soven Lahiri,nm0481574,Prashanta Das,nm5586957,The Middleman,tt0074710,1
19658,Soven Lahiri Promode Ganguly,Soven Lahiri,nm0481574,Promode Ganguly,nm0304365,Branches of the Tree,tt0100587,1
19659,Soven Lahiri Rabi Ghosh,Soven Lahiri,nm0481574,Rabi Ghosh,nm0315917,The Middleman,tt0074710,1
19660,Soven Lahiri Rafiq Ahmed,Soven Lahiri,nm0481574,Rafiq Ahmed,nm5587456,The Middleman,tt0074710,1
19661,Soven Lahiri Rajaram Yagnik,Soven Lahiri,nm0481574,Rajaram Yagnik,nm0944929,Branches of the Tree,tt0100587,1
19662,Soven Lahiri Rajen Brijnath,Soven Lahiri,nm0481574,Rajen Brijnath,nm5587104,The Middleman,tt0074710,1
19663,Soven Lahiri Rajesh,Soven Lahiri,nm0481574,Rajesh,nm2860034,The Adversary,tt0066237,1
19664,Soven Lahiri Ranajit Chatterjee,Soven Lahiri,nm0481574,Ranajit Chatterjee,nm5582040,The Adversary,tt0066237,1
19665,Soven Lahiri Ranjit Mallick,Soven Lahiri,nm0481574,Ranjit Mallick,nm0612334,Branches of the Tree,tt0100587,1
19666,Soven Lahiri Ratanlal Chowdhury,Soven Lahiri,nm0481574,Ratanlal Chowdhury,nm5581086,The Adversary,tt0066237,1
19667,Soven Lahiri S. Bagchi,Soven Lahiri,nm0481574,S. Bagchi,nm5587322,The Middleman,tt0074710,1
19668,Soven Lahiri Sachin Banerjee,Soven Lahiri,nm0481574,Sachin Banerjee,nm5587249,The Middleman,tt0074710,1
19669,Soven Lahiri Sachin Bhattacharya,Soven Lahiri,nm0481574,Sachin Bhattacharya,nm5587009,The Middleman,tt0074710,1
19670,Soven Lahiri Samaresh Banerjee,Soven Lahiri,nm0481574,Samaresh Banerjee,nm4462919,The Middleman,tt0074710,1
19671,Soven Lahiri Samaresh Mukhopadhyay,Soven Lahiri,nm0481574,Samaresh Mukhopadhyay,nm4890352,Branches of the Tree,tt0100587,1
19672,Soven Lahiri Samir Lahiri,Soven Lahiri,nm0481574,Samir Lahiri,nm5566545,The Middleman,tt0074710,1
19673,Soven Lahiri Samir Nag,Soven Lahiri,nm0481574,Samir Nag,nm5580049,The Adversary,tt0066237,1
19674,Soven Lahiri Samir Roy,Soven Lahiri,nm0481574,Samir Roy,nm5587350,The Middleman,tt0074710,1
19675,Soven Lahiri Santosh Dutta,Soven Lahiri,nm0481574,Santosh Dutta,nm0244904,The Middleman,tt0074710,1
19676,Soven Lahiri Satish Ghosh,Soven Lahiri,nm0481574,Satish Ghosh,nm5587224,The Middleman,tt0074710,1
19677,Soven Lahiri Satya Bannerjee,Soven Lahiri,nm0481574,Satya Bannerjee,nm0051810,The Middleman,tt0074710,1
19678,Soven Lahiri Soham Chakraborty,Soven Lahiri,nm0481574,Soham Chakraborty,nm2597881,Branches of the Tree,tt0100587,1
19679,Soven Lahiri Sonia Wales,Soven Lahiri,nm0481574,Sonia Wales,nm5587447,The Middleman,tt0074710,1
19680,Soven Lahiri Soumitra Bannerjee,Soven Lahiri,nm0481574,Soumitra Bannerjee,nm1548032,The Adversary,tt0066237,1
19681,Soven Lahiri Soumitra Chatterjee,Soven Lahiri,nm0481574,Soumitra Chatterjee,nm0154164,Branches of the Tree,tt0100587,1
19682,Soven Lahiri Soven Lahiri,Soven Lahiri,nm0481574,Soven Lahiri,nm0481574,The Middleman,tt0074710,1
19683,Soven Lahiri Soven Lahiri,Soven Lahiri,nm0481574,Soven Lahiri,nm0481574,Pikoor Diary,tt0082906,1
19684,Soven Lahiri Soven Lahiri,Soven Lahiri,nm0481574,Soven Lahiri,nm0481574,Branches of the Tree,tt0100587,1
19685,Soven Lahiri Soven Lahiri,Soven Lahiri,nm0481574,Soven Lahiri,nm0481574,The Adversary,tt0066237,1
19686,Soven Lahiri Subrata Dutta,Soven Lahiri,nm0481574,Subrata Dutta,nm5587387,The Middleman,tt0074710,1
19687,Soven Lahiri Sudeshna,Soven Lahiri,nm0481574,Sudeshna,nm0837185,The Middleman,tt0074710,1
19688,Soven Lahiri Sudip Banerjee,Soven Lahiri,nm0481574,Sudip Banerjee,nm5586978,The Middleman,tt0074710,1
19689,Soven Lahiri Sumitra Chakraborty,Soven Lahiri,nm0481574,Sumitra Chakraborty,nm5353457,The Middleman,tt0074710,1
19690,Soven Lahiri Sunil Gupta Kabiraj,Soven Lahiri,nm0481574,Sunil Gupta Kabiraj,nm3610599,Branches of the Tree,tt0100587,1
19691,Soven Lahiri Tapan Roy,Soven Lahiri,nm0481574,Tapan Roy,nm4939793,The Adversary,tt0066237,1
19692,Soven Lahiri Tapas Sengupta,Soven Lahiri,nm0481574,Tapas Sengupta,nm5587265,The Middleman,tt0074710,1
19693,Soven Lahiri Tarun Mitra,Soven Lahiri,nm0481574,Tarun Mitra,nm0593973,Branches of the Tree,tt0100587,1
19694,Soven Lahiri Umanath Bhattacharya,Soven Lahiri,nm0481574,Umanath Bhattacharya,nm0080369,The Middleman,tt0074710,1
19695,Soven Lahiri Utpal Dutt,Soven Lahiri,nm0481574,Utpal Dutt,nm0244884,The Middleman,tt0074710,1
19696,Soven Lahiri Uttamram Nagar,Soven Lahiri,nm0481574,Uttamram Nagar,nm1840054,The Middleman,tt0074710,1
19697,Soven Lahiri Victor Banerjee,Soven Lahiri,nm0481574,Victor Banerjee,nm0051856,Pikoor Diary,tt0082906,1
19698,Subal Das Arup Pal Chowdhury,Subal Das,nm4964369,Arup Pal Chowdhury,nm5591378,Ghare-Baire,tt0087328,1
19699,Subal Das Bibhuti Nandy,Subal Das,nm4964369,Bibhuti Nandy,nm4727279,Ghare-Baire,tt0087328,1
19700,Subal Das Bimala Chatterjee,Subal Das,nm4964369,Bimala Chatterjee,nm0154116,Ghare-Baire,tt0087328,1
19701,Subal Das Debnath Bose,Subal Das,nm4964369,Debnath Bose,nm5591332,Ghare-Baire,tt0087328,1
19702,Subal Das Govinda Chakravarti,Subal Das,nm4964369,Govinda Chakravarti,nm0149838,Ghare-Baire,tt0087328,1
19703,Subal Das Haradhan Basu,Subal Das,nm4964369,Haradhan Basu,nm3517779,Ghare-Baire,tt0087328,1
19704,Subal Das Indrapramit Roy,Subal Das,nm4964369,Indrapramit Roy,nm0747049,Ghare-Baire,tt0087328,1
19705,Subal Das Jennifer Kendal,Subal Das,nm4964369,Jennifer Kendal,nm0447557,Ghare-Baire,tt0087328,1
19706,Subal Das Malati Bol,Subal Das,nm4964369,Malati Bol,nm5591352,Ghare-Baire,tt0087328,1
19707,Subal Das Manoj Mitra,Subal Das,nm4964369,Manoj Mitra,nm0593953,Ghare-Baire,tt0087328,1
19708,Subal Das Nandita Ghosh,Subal Das,nm4964369,Nandita Ghosh,nm5591389,Ghare-Baire,tt0087328,1
19709,Subal Das Narayan Dutta,Subal Das,nm4964369,Narayan Dutta,nm5591526,Ghare-Baire,tt0087328,1
19710,Subal Das Rambalak Pandey,Subal Das,nm4964369,Rambalak Pandey,nm5591518,Ghare-Baire,tt0087328,1
19711,Subal Das Rasik Banerjee,Subal Das,nm4964369,Rasik Banerjee,nm5591368,Ghare-Baire,tt0087328,1
19712,Subal Das Shashanka Bhattacharya,Subal Das,nm4964369,Shashanka Bhattacharya,nm1406014,Ghare-Baire,tt0087328,1
19713,Subal Das Shekhar Das,Subal Das,nm4964369,Shekhar Das,nm5591479,Ghare-Baire,tt0087328,1
19714,Subal Das Somenath Majumdar,Subal Das,nm4964369,Somenath Majumdar,nm5010491,Ghare-Baire,tt0087328,1
19715,Subal Das Soumitra Chatterjee,Subal Das,nm4964369,Soumitra Chatterjee,nm0154164,Ghare-Baire,tt0087328,1
19716,Subal Das Subal Das,Subal Das,nm4964369,Subal Das,nm4964369,Ghare-Baire,tt0087328,1
19717,Subal Das Sunil Sarkar,Subal Das,nm4964369,Sunil Sarkar,nm0765281,Ghare-Baire,tt0087328,1
19718,Subal Das Swatilekha Sengupta,Subal Das,nm4964369,Swatilekha Sengupta,nm0154169,Ghare-Baire,tt0087328,1
19719,Subal Das Tinu Ghosh,Subal Das,nm4964369,Tinu Ghosh,nm4512599,Ghare-Baire,tt0087328,1
19720,Subal Das Victor Banerjee,Subal Das,nm4964369,Victor Banerjee,nm0051856,Ghare-Baire,tt0087328,1
19721,Subal Dutta Abhijit Chatterjee,Subal Dutta,nm4866235,Abhijit Chatterjee,nm0154107,Heerak Rajar Deshe,tt0080856,1
19722,Subal Dutta Alpana Gupta,Subal Dutta,nm4866235,Alpana Gupta,nm4522883,Heerak Rajar Deshe,tt0080856,1
19723,Subal Dutta Anil Ganguly,Subal Dutta,nm4866235,Anil Ganguly,nm0304356,Distant Thunder,tt0069737,1
19724,Subal Dutta Anindya Basu,Subal Dutta,nm4866235,Anindya Basu,nm5588741,Heerak Rajar Deshe,tt0080856,1
19725,Subal Dutta Anindya Ganguly,Subal Dutta,nm4866235,Anindya Ganguly,nm5588754,Heerak Rajar Deshe,tt0080856,1
19726,Subal Dutta Anup Mukherjee,Subal Dutta,nm4866235,Anup Mukherjee,nm5588606,Heerak Rajar Deshe,tt0080856,1
19727,Subal Dutta Arun Roy,Subal Dutta,nm4866235,Arun Roy,nm0746935,Distant Thunder,tt0069737,1
19728,Subal Dutta Arup Mukherjee,Subal Dutta,nm4866235,Arup Mukherjee,nm5588684,Heerak Rajar Deshe,tt0080856,1
19729,Subal Dutta Ashok Kumar Dey,Subal Dutta,nm4866235,Ashok Kumar Dey,nm5588643,Heerak Rajar Deshe,tt0080856,1
19730,Subal Dutta Bikramjit Das,Subal Dutta,nm4866235,Bikramjit Das,nm5588798,Heerak Rajar Deshe,tt0080856,1
19731,Subal Dutta Bimal Banerjee,Subal Dutta,nm4866235,Bimal Banerjee,nm4654435,Heerak Rajar Deshe,tt0080856,1
19732,Subal Dutta Bimal Chatterjee,Subal Dutta,nm4866235,Bimal Chatterjee,nm0154115,Heerak Rajar Deshe,tt0080856,1
19733,Subal Dutta Bimal Deb,Subal Dutta,nm4866235,Bimal Deb,nm1045149,Heerak Rajar Deshe,tt0080856,1
19734,Subal Dutta Bishnu Sen,Subal Dutta,nm4866235,Bishnu Sen,nm5584977,Distant Thunder,tt0069737,1
19735,Subal Dutta Bobita,Subal Dutta,nm4866235,Bobita,nm6150259,Distant Thunder,tt0069737,1
19736,Subal Dutta Dalim Guha,Subal Dutta,nm4866235,Dalim Guha,nm5562483,Distant Thunder,tt0069737,1
19737,Subal Dutta Daya Banerjee,Subal Dutta,nm4866235,Daya Banerjee,nm5588621,Heerak Rajar Deshe,tt0080856,1
19738,Subal Dutta Debatosh Ghosh,Subal Dutta,nm4866235,Debatosh Ghosh,nm0315885,Distant Thunder,tt0069737,1
19739,Subal Dutta Gobardhan Ghosh,Subal Dutta,nm4866235,Gobardhan Ghosh,nm5585085,Distant Thunder,tt0069737,1
19740,Subal Dutta Gopal Dey,Subal Dutta,nm4866235,Gopal Dey,nm0223342,Heerak Rajar Deshe,tt0080856,1
19741,Subal Dutta Govinda Chakravarti,Subal Dutta,nm4866235,Govinda Chakravarti,nm0149838,Heerak Rajar Deshe,tt0080856,1
19742,Subal Dutta Govinda Chakravarti,Subal Dutta,nm4866235,Govinda Chakravarti,nm0149838,Distant Thunder,tt0069737,1
19743,Subal Dutta Haridhan Mukherjee,Subal Dutta,nm4866235,Haridhan Mukherjee,nm0154128,Heerak Rajar Deshe,tt0080856,1
19744,Subal Dutta Kamu Mukherjee,Subal Dutta,nm4866235,Kamu Mukherjee,nm0611536,Heerak Rajar Deshe,tt0080856,1
19745,Subal Dutta Kartik Chatterjee,Subal Dutta,nm4866235,Kartik Chatterjee,nm0154135,Heerak Rajar Deshe,tt0080856,1
19746,Subal Dutta Koushik Chatterjee,Subal Dutta,nm4866235,Koushik Chatterjee,nm3611023,Heerak Rajar Deshe,tt0080856,1
19747,Subal Dutta Koushik Ghosh,Subal Dutta,nm4866235,Koushik Ghosh,nm5588638,Heerak Rajar Deshe,tt0080856,1
19748,Subal Dutta Krishnapada Saha,Subal Dutta,nm4866235,Krishnapada Saha,nm5588750,Heerak Rajar Deshe,tt0080856,1
19749,Subal Dutta Kumardeb Dutta,Subal Dutta,nm4866235,Kumardeb Dutta,nm5588641,Heerak Rajar Deshe,tt0080856,1
19750,Subal Dutta Manas Mukherjee,Subal Dutta,nm4866235,Manas Mukherjee,nm5588802,Heerak Rajar Deshe,tt0080856,1
19751,Subal Dutta Manojit Lahiri,Subal Dutta,nm4866235,Manojit Lahiri,nm5585055,Distant Thunder,tt0069737,1
19752,Subal Dutta Monu Mukherjee,Subal Dutta,nm4866235,Monu Mukherjee,nm0611540,Distant Thunder,tt0069737,1
19753,Subal Dutta Noni Ganguly,Subal Dutta,nm4866235,Noni Ganguly,nm0304363,Heerak Rajar Deshe,tt0080856,1
19754,Subal Dutta Noni Ganguly,Subal Dutta,nm4866235,Noni Ganguly,nm0304363,Distant Thunder,tt0069737,1
19755,Subal Dutta Paritosh Banerjee,Subal Dutta,nm4866235,Paritosh Banerjee,nm5584974,Distant Thunder,tt0069737,1
19756,Subal Dutta Promode Ganguly,Subal Dutta,nm4866235,Promode Ganguly,nm0304365,Heerak Rajar Deshe,tt0080856,1
19757,Subal Dutta Rabi Ghosh,Subal Dutta,nm4866235,Rabi Ghosh,nm0315917,Heerak Rajar Deshe,tt0080856,1
19758,Subal Dutta Rahul Roy,Subal Dutta,nm4866235,Rahul Roy,nm5588717,Heerak Rajar Deshe,tt0080856,1
19759,Subal Dutta Rajib Ganguly,Subal Dutta,nm4866235,Rajib Ganguly,nm3610142,Heerak Rajar Deshe,tt0080856,1
19760,Subal Dutta Rajkumar Lahiri,Subal Dutta,nm4866235,Rajkumar Lahiri,nm1708115,Heerak Rajar Deshe,tt0080856,1
19761,Subal Dutta Rajkumar Lahiri,Subal Dutta,nm4866235,Rajkumar Lahiri,nm1708115,Distant Thunder,tt0069737,1
19762,Subal Dutta Ramesh Mukherjee,Subal Dutta,nm4866235,Ramesh Mukherjee,nm0611551,Distant Thunder,tt0069737,1
19763,Subal Dutta Ratan Banerjee,Subal Dutta,nm4866235,Ratan Banerjee,nm0051844,Heerak Rajar Deshe,tt0080856,1
19764,Subal Dutta Robin Kumar Das,Subal Dutta,nm4866235,Robin Kumar Das,nm5588617,Heerak Rajar Deshe,tt0080856,1
19765,Subal Dutta Robin Majumdar,Subal Dutta,nm4866235,Robin Majumdar,nm0538307,Heerak Rajar Deshe,tt0080856,1
19766,Subal Dutta Rudranarayan Saha,Subal Dutta,nm4866235,Rudranarayan Saha,nm5588664,Heerak Rajar Deshe,tt0080856,1
19767,Subal Dutta Sachin Chakraborty,Subal Dutta,nm4866235,Sachin Chakraborty,nm4715487,Distant Thunder,tt0069737,1
19768,Subal Dutta Sachin Chatterjee,Subal Dutta,nm4866235,Sachin Chatterjee,nm5588659,Heerak Rajar Deshe,tt0080856,1
19769,Subal Dutta Samaresh Banerjee,Subal Dutta,nm4866235,Samaresh Banerjee,nm4462919,Heerak Rajar Deshe,tt0080856,1
19770,Subal Dutta Samir Mukherjee,Subal Dutta,nm4866235,Samir Mukherjee,nm4526711,Heerak Rajar Deshe,tt0080856,1
19771,Subal Dutta Samudra Dasgupta,Subal Dutta,nm4866235,Samudra Dasgupta,nm5588669,Heerak Rajar Deshe,tt0080856,1
19772,Subal Dutta Sandhya Roy,Subal Dutta,nm4866235,Sandhya Roy,nm0747178,Distant Thunder,tt0069737,1
19773,Subal Dutta Santosh Dutta,Subal Dutta,nm4866235,Santosh Dutta,nm0244904,Heerak Rajar Deshe,tt0080856,1
19774,Subal Dutta Santosh Kumar Mitra,Subal Dutta,nm4866235,Santosh Kumar Mitra,nm5562456,Distant Thunder,tt0069737,1
19775,Subal Dutta Shailen Ganguli,Subal Dutta,nm4866235,Shailen Ganguli,nm0304352,Heerak Rajar Deshe,tt0080856,1
19776,Subal Dutta Shankar Ghosh,Subal Dutta,nm4866235,Shankar Ghosh,nm2484258,Heerak Rajar Deshe,tt0080856,1
19777,Subal Dutta Sheli Pal,Subal Dutta,nm4866235,Sheli Pal,nm0657182,Distant Thunder,tt0069737,1
19778,Subal Dutta Shoumik Nandy Majumdar,Subal Dutta,nm4866235,Shoumik Nandy Majumdar,nm5588773,Heerak Rajar Deshe,tt0080856,1
19779,Subal Dutta Shrikumar Dutta,Subal Dutta,nm4866235,Shrikumar Dutta,nm5585108,Distant Thunder,tt0069737,1
19780,Subal Dutta Shubhra Nath,Subal Dutta,nm4866235,Shubhra Nath,nm1917285,Distant Thunder,tt0069737,1
19781,Subal Dutta Somenath Mukherjee,Subal Dutta,nm4866235,Somenath Mukherjee,nm4627782,Heerak Rajar Deshe,tt0080856,1
19782,Subal Dutta Soumitra Chatterjee,Subal Dutta,nm4866235,Soumitra Chatterjee,nm0154164,Heerak Rajar Deshe,tt0080856,1
19783,Subal Dutta Soumitra Chatterjee,Subal Dutta,nm4866235,Soumitra Chatterjee,nm0154164,Distant Thunder,tt0069737,1
19784,Subal Dutta Subal Dutta,Subal Dutta,nm4866235,Subal Dutta,nm4866235,Heerak Rajar Deshe,tt0080856,1
19785,Subal Dutta Subal Dutta,Subal Dutta,nm4866235,Subal Dutta,nm4866235,Distant Thunder,tt0069737,1
19786,Subal Dutta Sucheta Roy,Subal Dutta,nm4866235,Sucheta Roy,nm5585131,Distant Thunder,tt0069737,1
19787,Subal Dutta Suchita Ray Chaudhury,Subal Dutta,nm4866235,Suchita Ray Chaudhury,nm0747193,Distant Thunder,tt0069737,1
19788,Subal Dutta Sunil Sarkar,Subal Dutta,nm4866235,Sunil Sarkar,nm0765281,Heerak Rajar Deshe,tt0080856,1
19789,Subal Dutta Sunil Sarkar,Subal Dutta,nm4866235,Sunil Sarkar,nm0765281,Distant Thunder,tt0069737,1
19790,Subal Dutta Tapan Chatterjee,Subal Dutta,nm4866235,Tapan Chatterjee,nm0154170,Heerak Rajar Deshe,tt0080856,1
19791,Subal Dutta Tapan Dutta,Subal Dutta,nm4866235,Tapan Dutta,nm5215927,Distant Thunder,tt0069737,1
19792,Subal Dutta Tarun Mitra,Subal Dutta,nm4866235,Tarun Mitra,nm0593973,Heerak Rajar Deshe,tt0080856,1
19793,Subal Dutta Utpal Dutt,Subal Dutta,nm4866235,Utpal Dutt,nm0244884,Heerak Rajar Deshe,tt0080856,1
19794,Subhadra Devi Abani Mukherjee,Subhadra Devi,nm4814563,Abani Mukherjee,nm0611505,Joi Baba Felunath: The Elephant God,tt0077775,1
19795,Subhadra Devi Bhaskar Patra,Subhadra Devi,nm4814563,Bhaskar Patra,nm4814546,Joi Baba Felunath: The Elephant God,tt0077775,1
19796,Subhadra Devi Bimal Chatterjee,Subhadra Devi,nm4814563,Bimal Chatterjee,nm0154115,Joi Baba Felunath: The Elephant God,tt0077775,1
19797,Subhadra Devi Biplab Chatterjee,Subhadra Devi,nm4814563,Biplab Chatterjee,nm0154118,Joi Baba Felunath: The Elephant God,tt0077775,1
19798,Subhadra Devi Haradhan Bannerjee,Subhadra Devi,nm4814563,Haradhan Bannerjee,nm0052329,Joi Baba Felunath: The Elephant God,tt0077775,1
19799,Subhadra Devi Indubhushan Gujral,Subhadra Devi,nm4814563,Indubhushan Gujral,nm4814565,Joi Baba Felunath: The Elephant God,tt0077775,1
19800,Subhadra Devi Jit Bose,Subhadra Devi,nm4814563,Jit Bose,nm4440312,Joi Baba Felunath: The Elephant God,tt0077775,1
19801,Subhadra Devi Kamu Mukherjee,Subhadra Devi,nm4814563,Kamu Mukherjee,nm0611536,Joi Baba Felunath: The Elephant God,tt0077775,1
19802,Subhadra Devi Moloy Roy,Subhadra Devi,nm4814563,Moloy Roy,nm4427660,Joi Baba Felunath: The Elephant God,tt0077775,1
19803,Subhadra Devi Monu Mukherjee,Subhadra Devi,nm4814563,Monu Mukherjee,nm0611540,Joi Baba Felunath: The Elephant God,tt0077775,1
19804,Subhadra Devi Pannalal Yadav,Subhadra Devi,nm4814563,Pannalal Yadav,nm4814570,Joi Baba Felunath: The Elephant God,tt0077775,1
19805,Subhadra Devi Parinita Banerjee,Subhadra Devi,nm4814563,Parinita Banerjee,nm4814615,Joi Baba Felunath: The Elephant God,tt0077775,1
19806,Subhadra Devi Rajkumar Lahiri,Subhadra Devi,nm4814563,Rajkumar Lahiri,nm1708115,Joi Baba Felunath: The Elephant God,tt0077775,1
19807,Subhadra Devi Samiran Roy,Subhadra Devi,nm4814563,Samiran Roy,nm4814535,Joi Baba Felunath: The Elephant God,tt0077775,1
19808,Subhadra Devi Santosh Dutta,Subhadra Devi,nm4814563,Santosh Dutta,nm0244904,Joi Baba Felunath: The Elephant God,tt0077775,1
19809,Subhadra Devi Santosh Singha,Subhadra Devi,nm4814563,Santosh Singha,nm0802373,Joi Baba Felunath: The Elephant God,tt0077775,1
19810,Subhadra Devi Siddhartha Chatterjee,Subhadra Devi,nm4814563,Siddhartha Chatterjee,nm0154162,Joi Baba Felunath: The Elephant God,tt0077775,1
19811,Subhadra Devi Soumitra Chatterjee,Subhadra Devi,nm4814563,Soumitra Chatterjee,nm0154164,Joi Baba Felunath: The Elephant God,tt0077775,1
19812,Subhadra Devi Subhadra Devi,Subhadra Devi,nm4814563,Subhadra Devi,nm4814563,Joi Baba Felunath: The Elephant God,tt0077775,1
19813,Subhadra Devi Utpal Dutt,Subhadra Devi,nm4814563,Utpal Dutt,nm0244884,Joi Baba Felunath: The Elephant God,tt0077775,1
19814,Subhashish Dutta Ajit Chatterjee,Subhashish Dutta,nm5591429,Ajit Chatterjee,nm1507675,An Enemy of the People,tt0097409,1
19815,Subhashish Dutta Arup Pal Chowdhury,Subhashish Dutta,nm5591429,Arup Pal Chowdhury,nm5591378,An Enemy of the People,tt0097409,1
19816,Subhashish Dutta Ashok Bera,Subhashish Dutta,nm5591429,Ashok Bera,nm5591299,An Enemy of the People,tt0097409,1
19817,Subhashish Dutta Bhishma Guhathakurta,Subhashish Dutta,nm5591429,Bhishma Guhathakurta,nm0346613,An Enemy of the People,tt0097409,1
19818,Subhashish Dutta Bishwanath Dasgupta,Subhashish Dutta,nm5591429,Bishwanath Dasgupta,nm5591468,An Enemy of the People,tt0097409,1
19819,Subhashish Dutta Buddhadeb Bhattacharya,Subhashish Dutta,nm5591429,Buddhadeb Bhattacharya,nm5591522,An Enemy of the People,tt0097409,1
19820,Subhashish Dutta Dhritiman Chatterjee,Subhashish Dutta,nm5591429,Dhritiman Chatterjee,nm0154122,An Enemy of the People,tt0097409,1
19821,Subhashish Dutta Dipankar Dey,Subhashish Dutta,nm5591429,Dipankar Dey,nm0212541,An Enemy of the People,tt0097409,1
19822,Subhashish Dutta Gobinda Mukherjee,Subhashish Dutta,nm5591429,Gobinda Mukherjee,nm0611526,An Enemy of the People,tt0097409,1
19823,Subhashish Dutta Kamal Deb,Subhashish Dutta,nm5591429,Kamal Deb,nm3605919,An Enemy of the People,tt0097409,1
19824,Subhashish Dutta Kumar Saha,Subhashish Dutta,nm5591429,Kumar Saha,nm5591423,An Enemy of the People,tt0097409,1
19825,Subhashish Dutta Mamata Shankar,Subhashish Dutta,nm5591429,Mamata Shankar,nm0788164,An Enemy of the People,tt0097409,1
19826,Subhashish Dutta Manoj Mitra,Subhashish Dutta,nm5591429,Manoj Mitra,nm0593953,An Enemy of the People,tt0097409,1
19827,Subhashish Dutta Masur Sengupta,Subhashish Dutta,nm5591429,Masur Sengupta,nm5591470,An Enemy of the People,tt0097409,1
19828,Subhashish Dutta Monu Mukherjee,Subhashish Dutta,nm5591429,Monu Mukherjee,nm0611540,An Enemy of the People,tt0097409,1
19829,Subhashish Dutta Pinaki Ghosh,Subhashish Dutta,nm5591429,Pinaki Ghosh,nm5591295,An Enemy of the People,tt0097409,1
19830,Subhashish Dutta Prabhat Mukhopadhyay,Subhashish Dutta,nm5591429,Prabhat Mukhopadhyay,nm4749928,An Enemy of the People,tt0097409,1
19831,Subhashish Dutta Prabir Ganguly,Subhashish Dutta,nm5591429,Prabir Ganguly,nm4966762,An Enemy of the People,tt0097409,1
19832,Subhashish Dutta Pramod Ranjan Prasad,Subhashish Dutta,nm5591429,Pramod Ranjan Prasad,nm5591490,An Enemy of the People,tt0097409,1
19833,Subhashish Dutta Purna Chattopadhyay,Subhashish Dutta,nm5591429,Purna Chattopadhyay,nm5591274,An Enemy of the People,tt0097409,1
19834,Subhashish Dutta Purnendu Mukherjee,Subhashish Dutta,nm5591429,Purnendu Mukherjee,nm4586916,An Enemy of the People,tt0097409,1
19835,Subhashish Dutta Rajaram Yagnik,Subhashish Dutta,nm5591429,Rajaram Yagnik,nm0944929,An Enemy of the People,tt0097409,1
19836,Subhashish Dutta Ruma Guha Thakurta,Subhashish Dutta,nm5591429,Ruma Guha Thakurta,nm0346614,An Enemy of the People,tt0097409,1
19837,Subhashish Dutta Shankar Patra,Subhashish Dutta,nm5591429,Shankar Patra,nm5591265,An Enemy of the People,tt0097409,1
19838,Subhashish Dutta Sharmi Chakraborty,Subhashish Dutta,nm5591429,Sharmi Chakraborty,nm5591478,An Enemy of the People,tt0097409,1
19839,Subhashish Dutta Somenath Majumdar,Subhashish Dutta,nm5591429,Somenath Majumdar,nm5010491,An Enemy of the People,tt0097409,1
19840,Subhashish Dutta Soumitra Chatterjee,Subhashish Dutta,nm5591429,Soumitra Chatterjee,nm0154164,An Enemy of the People,tt0097409,1
19841,Subhashish Dutta Sourin Maity,Subhashish Dutta,nm5591429,Sourin Maity,nm5591446,An Enemy of the People,tt0097409,1
19842,Subhashish Dutta Subhashish Dutta,Subhashish Dutta,nm5591429,Subhashish Dutta,nm5591429,An Enemy of the People,tt0097409,1
19843,Subhashish Dutta Subhendu Chatterjee,Subhashish Dutta,nm5591429,Subhendu Chatterjee,nm0154166,An Enemy of the People,tt0097409,1
19844,Subhashish Dutta Subhransu Mukherjee,Subhashish Dutta,nm5591429,Subhransu Mukherjee,nm5591388,An Enemy of the People,tt0097409,1
19845,Subhashish Dutta Sunil Nath,Subhashish Dutta,nm5591429,Sunil Nath,nm5591406,An Enemy of the People,tt0097409,1
19846,Subhashish Dutta Tinu Ghosh,Subhashish Dutta,nm5591429,Tinu Ghosh,nm4512599,An Enemy of the People,tt0097409,1
19847,Subhendu Chatterjee Ajit Chatterjee,Subhendu Chatterjee,nm0154166,Ajit Chatterjee,nm1507675,An Enemy of the People,tt0097409,1
19848,Subhendu Chatterjee Alok Mitra,Subhendu Chatterjee,nm0154166,Alok Mitra,nm5207507,The Zoo,tt0061474,1
