,source_target,year_x,source,sourceID,target,targetID,movie,year_y,connections_y
1517,Shailen Ganguli Mani Srimani,3934,Shailen Ganguli,nm0304352,Mani Srimani,nm0820248,The Adventures of Goopy and Bagha,1969,1
1518,Shailen Ganguli Mani Srimani,3934,Shailen Ganguli,nm0304352,Mani Srimani,nm0820248,The Holy Man,1965,1
1519,Shailen Ganguli Noni Ganguly,1980,Shailen Ganguli,nm0304352,Noni Ganguly,nm0304363,Heerak Rajar Deshe,1980,1
1520,Shailen Ganguli Nripati Chatterjee,3936,Shailen Ganguli,nm0304352,Nripati Chatterjee,nm0154142,The Adventures of Goopy and Bagha,1969,1
1521,Shailen Ganguli Nripati Chatterjee,3936,Shailen Ganguli,nm0304352,Nripati Chatterjee,nm0154142,The Zoo,1967,1
1522,Shailen Ganguli Prasad Mukherjee,5901,Shailen Ganguli,nm0304352,Prasad Mukherjee,nm0611546,The Adventures of Goopy and Bagha,1969,1
1523,Shailen Ganguli Prasad Mukherjee,5901,Shailen Ganguli,nm0304352,Prasad Mukherjee,nm0611546,The Holy Man,1965,1
1524,Shailen Ganguli Prasad Mukherjee,5901,Shailen Ganguli,nm0304352,Prasad Mukherjee,nm0611546,The Zoo,1967,1
1525,Shailen Ganguli Promode Ganguly,1980,Shailen Ganguli,nm0304352,Promode Ganguly,nm0304365,Heerak Rajar Deshe,1980,1
1526,Shailen Ganguli Rabi Ghosh,5914,Shailen Ganguli,nm0304352,Rabi Ghosh,nm0315917,Heerak Rajar Deshe,1980,1
1527,Shailen Ganguli Rabi Ghosh,5914,Shailen Ganguli,nm0304352,Rabi Ghosh,nm0315917,The Adventures of Goopy and Bagha,1969,1
1528,Shailen Ganguli Rabi Ghosh,5914,Shailen Ganguli,nm0304352,Rabi Ghosh,nm0315917,The Holy Man,1965,1
1529,Shailen Ganguli Rajkumar Lahiri,3949,Shailen Ganguli,nm0304352,Rajkumar Lahiri,nm1708115,Heerak Rajar Deshe,1980,1
1530,Shailen Ganguli Rajkumar Lahiri,3949,Shailen Ganguli,nm0304352,Rajkumar Lahiri,nm1708115,The Adventures of Goopy and Bagha,1969,1
1531,Shailen Ganguli Santi Chatterjee,3934,Shailen Ganguli,nm0304352,Santi Chatterjee,nm0154155,The Adventures of Goopy and Bagha,1969,1
1532,Shailen Ganguli Santi Chatterjee,3934,Shailen Ganguli,nm0304352,Santi Chatterjee,nm0154155,The Holy Man,1965,1
1533,Shailen Ganguli Santosh Dutta,3949,Shailen Ganguli,nm0304352,Santosh Dutta,nm0244904,Heerak Rajar Deshe,1980,1
1534,Shailen Ganguli Santosh Dutta,3949,Shailen Ganguli,nm0304352,Santosh Dutta,nm0244904,The Adventures of Goopy and Bagha,1969,1
1535,Shailen Ganguli Shailen Ganguli,9844,Shailen Ganguli,nm0304352,Shailen Ganguli,nm0304352,Heerak Rajar Deshe,1980,1
1536,Shailen Ganguli Shailen Ganguli,9844,Shailen Ganguli,nm0304352,Shailen Ganguli,nm0304352,The Adventures of Goopy and Bagha,1969,1
1537,Shailen Ganguli Shailen Ganguli,9844,Shailen Ganguli,nm0304352,Shailen Ganguli,nm0304352,The Holy Man,1965,1
1538,Shailen Ganguli Shailen Ganguli,9844,Shailen Ganguli,nm0304352,Shailen Ganguli,nm0304352,The Big City,1963,1
1539,Shailen Ganguli Shailen Ganguli,9844,Shailen Ganguli,nm0304352,Shailen Ganguli,nm0304352,The Zoo,1967,1
1540,Shailen Ganguli Shailen Mukherjee,3930,Shailen Ganguli,nm0304352,Shailen Mukherjee,nm0611561,The Big City,1963,1
1541,Shailen Ganguli Shailen Mukherjee,3930,Shailen Ganguli,nm0304352,Shailen Mukherjee,nm0611561,The Zoo,1967,1
1542,Shailen Ganguli Shyamal Ghoshal,3930,Shailen Ganguli,nm0304352,Shyamal Ghoshal,nm0315929,The Big City,1963,1
1543,Shailen Ganguli Shyamal Ghoshal,3930,Shailen Ganguli,nm0304352,Shyamal Ghoshal,nm0315929,The Zoo,1967,1
1544,Shailen Ganguli Subhendu Chatterjee,1967,Shailen Ganguli,nm0304352,Subhendu Chatterjee,nm0154166,The Zoo,1967,1
1545,Shailen Ganguli Subrata Sensharma,1963,Shailen Ganguli,nm0304352,Subrata Sensharma,nm0784478,The Big City,1963,1
1546,Shailen Ganguli Sunil Sarkar,1980,Shailen Ganguli,nm0304352,Sunil Sarkar,nm0765281,Heerak Rajar Deshe,1980,1
1547,Shailen Ganguli Tapan Chatterjee,5912,Shailen Ganguli,nm0304352,Tapan Chatterjee,nm0154170,Heerak Rajar Deshe,1980,1
1548,Shailen Ganguli Tapan Chatterjee,5912,Shailen Ganguli,nm0304352,Tapan Chatterjee,nm0154170,The Adventures of Goopy and Bagha,1969,1
1549,Shailen Ganguli Tapan Chatterjee,5912,Shailen Ganguli,nm0304352,Tapan Chatterjee,nm0154170,The Big City,1963,1
1550,Shailen Ganguli Tarun Mitra,3949,Shailen Ganguli,nm0304352,Tarun Mitra,nm0593973,Heerak Rajar Deshe,1980,1
1551,Shailen Ganguli Tarun Mitra,3949,Shailen Ganguli,nm0304352,Tarun Mitra,nm0593973,The Adventures of Goopy and Bagha,1969,1
1552,Shailen Ganguli Utpal Dutt,1980,Shailen Ganguli,nm0304352,Utpal Dutt,nm0244884,Heerak Rajar Deshe,1980,1
1553,Shailen Mukherjee Ajoy Banerjee,1974,Shailen Mukherjee,nm0611561,Ajoy Banerjee,nm0051831,The Golden Fortress,1974,1
1554,Shailen Mukherjee Anil Chatterjee,1963,Shailen Mukherjee,nm0611561,Anil Chatterjee,nm0154110,The Big City,1963,1
1555,Shailen Mukherjee Ashok Mitra,1963,Shailen Mukherjee,nm0611561,Ashok Mitra,nm1371495,The Big City,1963,1
1556,Shailen Mukherjee Bimal Chatterjee,1974,Shailen Mukherjee,nm0611561,Bimal Chatterjee,nm0154115,The Golden Fortress,1974,1
1557,Shailen Mukherjee Dibyendu Chatterjee,1974,Shailen Mukherjee,nm0611561,Dibyendu Chatterjee,nm4814634,The Golden Fortress,1974,1
1558,Shailen Mukherjee Gitali Roy,5894,Shailen Mukherjee,nm0611561,Gitali Roy,nm0747030,Charulata,1964,1
1559,Shailen Mukherjee Gitali Roy,5894,Shailen Mukherjee,nm0611561,Gitali Roy,nm0747030,The Big City,1963,1
1560,Shailen Mukherjee Gitali Roy,5894,Shailen Mukherjee,nm0611561,Gitali Roy,nm0747030,The Zoo,1967,1
1561,Shailen Mukherjee Haradhan Bannerjee,1974,Shailen Mukherjee,nm0611561,Haradhan Bannerjee,nm0052329,The Golden Fortress,1974,1
1562,Shailen Mukherjee Harindranath Chattopadhyay,1974,Shailen Mukherjee,nm0611561,Harindranath Chattopadhyay,nm0154129,The Golden Fortress,1974,1
1563,Shailen Mukherjee Kamu Mukherjee,3938,Shailen Mukherjee,nm0611561,Kamu Mukherjee,nm0611536,Charulata,1964,1
1564,Shailen Mukherjee Kamu Mukherjee,3938,Shailen Mukherjee,nm0611561,Kamu Mukherjee,nm0611536,The Golden Fortress,1974,1
1565,Shailen Mukherjee Madhabi Mukherjee,3927,Shailen Mukherjee,nm0611561,Madhabi Mukherjee,nm0611538,Charulata,1964,1
1566,Shailen Mukherjee Madhabi Mukherjee,3927,Shailen Mukherjee,nm0611561,Madhabi Mukherjee,nm0611538,The Big City,1963,1
1567,Shailen Mukherjee Nripati Chatterjee,1967,Shailen Mukherjee,nm0611561,Nripati Chatterjee,nm0154142,The Zoo,1967,1
1568,Shailen Mukherjee Prasad Mukherjee,1967,Shailen Mukherjee,nm0611561,Prasad Mukherjee,nm0611546,The Zoo,1967,1
1569,Shailen Mukherjee Santi Chatterjee,1974,Shailen Mukherjee,nm0611561,Santi Chatterjee,nm0154155,The Golden Fortress,1974,1
1570,Shailen Mukherjee Santosh Dutta,1974,Shailen Mukherjee,nm0611561,Santosh Dutta,nm0244904,The Golden Fortress,1974,1
1571,Shailen Mukherjee Shailen Ganguli,3930,Shailen Mukherjee,nm0611561,Shailen Ganguli,nm0304352,The Big City,1963,1
1572,Shailen Mukherjee Shailen Ganguli,3930,Shailen Mukherjee,nm0611561,Shailen Ganguli,nm0304352,The Zoo,1967,1
1573,Shailen Mukherjee Shailen Mukherjee,7868,Shailen Mukherjee,nm0611561,Shailen Mukherjee,nm0611561,Charulata,1964,1
1574,Shailen Mukherjee Shailen Mukherjee,7868,Shailen Mukherjee,nm0611561,Shailen Mukherjee,nm0611561,The Golden Fortress,1974,1
1575,Shailen Mukherjee Shailen Mukherjee,7868,Shailen Mukherjee,nm0611561,Shailen Mukherjee,nm0611561,The Big City,1963,1
1576,Shailen Mukherjee Shailen Mukherjee,7868,Shailen Mukherjee,nm0611561,Shailen Mukherjee,nm0611561,The Zoo,1967,1
1577,Shailen Mukherjee Shyamal Ghoshal,5894,Shailen Mukherjee,nm0611561,Shyamal Ghoshal,nm0315929,Charulata,1964,1
1578,Shailen Mukherjee Shyamal Ghoshal,5894,Shailen Mukherjee,nm0611561,Shyamal Ghoshal,nm0315929,The Big City,1963,1
1579,Shailen Mukherjee Shyamal Ghoshal,5894,Shailen Mukherjee,nm0611561,Shyamal Ghoshal,nm0315929,The Zoo,1967,1
1580,Shailen Mukherjee Subhendu Chatterjee,1967,Shailen Mukherjee,nm0611561,Subhendu Chatterjee,nm0154166,The Zoo,1967,1
1581,Shailen Mukherjee Subrata Sensharma,3927,Shailen Mukherjee,nm0611561,Subrata Sensharma,nm0784478,Charulata,1964,1
1582,Shailen Mukherjee Subrata Sensharma,3927,Shailen Mukherjee,nm0611561,Subrata Sensharma,nm0784478,The Big City,1963,1
1583,Shailen Mukherjee Sunil Sarkar,1974,Shailen Mukherjee,nm0611561,Sunil Sarkar,nm0765281,The Golden Fortress,1974,1
1584,Shailen Mukherjee Tapan Chatterjee,1963,Shailen Mukherjee,nm0611561,Tapan Chatterjee,nm0154170,The Big City,1963,1
1585,Shailen Mukherjee Uttamram Nagar,1974,Shailen Mukherjee,nm0611561,Uttamram Nagar,nm1840054,The Golden Fortress,1974,1
1586,Sharmila Tagore Ajoy Banerjee,1971,Sharmila Tagore,nm0846616,Ajoy Banerjee,nm0051831,Company Limited,1971,1
1587,Sharmila Tagore Anil Chatterjee,1960,Sharmila Tagore,nm0846616,Anil Chatterjee,nm0154110,The Goddess,1960,1
1588,Sharmila Tagore Aparna Sen,1970,Sharmila Tagore,nm0846616,Aparna Sen,nm0031967,Days and Nights in the Forest,1970,1
1589,Sharmila Tagore Ashok Mitra,1966,Sharmila Tagore,nm0846616,Ashok Mitra,nm1371495,Nayak: The Hero,1966,1
1590,Sharmila Tagore Bireswar Sen,1966,Sharmila Tagore,nm0846616,Bireswar Sen,nm0784001,Nayak: The Hero,1966,1
1591,Sharmila Tagore Chhabi Biswas,1960,Sharmila Tagore,nm0846616,Chhabi Biswas,nm0084435,The Goddess,1960,1
1592,Sharmila Tagore Dibyendu Chatterjee,1970,Sharmila Tagore,nm0846616,Dibyendu Chatterjee,nm4814634,Days and Nights in the Forest,1970,1
1593,Sharmila Tagore Dipankar Dey,1971,Sharmila Tagore,nm0846616,Dipankar Dey,nm0212541,Company Limited,1971,1
1594,Sharmila Tagore Gopal Dey,1966,Sharmila Tagore,nm0846616,Gopal Dey,nm0223342,Nayak: The Hero,1966,1
1595,Sharmila Tagore Harindranath Chattopadhyay,1971,Sharmila Tagore,nm0846616,Harindranath Chattopadhyay,nm0154129,Company Limited,1971,1
1596,Sharmila Tagore Kalyan Sen,1971,Sharmila Tagore,nm0846616,Kalyan Sen,nm4474657,Company Limited,1971,1
1597,Sharmila Tagore Karuna Bannerjee,1960,Sharmila Tagore,nm0846616,Karuna Bannerjee,nm0052334,The Goddess,1960,1
1598,Sharmila Tagore Pahadi Sanyal,1970,Sharmila Tagore,nm0846616,Pahadi Sanyal,nm0764406,Days and Nights in the Forest,1970,1
1599,Sharmila Tagore Promode Ganguly,1971,Sharmila Tagore,nm0846616,Promode Ganguly,nm0304365,Company Limited,1971,1
1600,Sharmila Tagore Rabi Ghosh,1970,Sharmila Tagore,nm0846616,Rabi Ghosh,nm0315917,Days and Nights in the Forest,1970,1
1601,Sharmila Tagore Sharmila Tagore,9826,Sharmila Tagore,nm0846616,Sharmila Tagore,nm0846616,Days and Nights in the Forest,1970,1
1602,Sharmila Tagore Sharmila Tagore,9826,Sharmila Tagore,nm0846616,Sharmila Tagore,nm0846616,The Goddess,1960,1
1603,Sharmila Tagore Sharmila Tagore,9826,Sharmila Tagore,nm0846616,Sharmila Tagore,nm0846616,The World of Apu,1959,1
1604,Sharmila Tagore Sharmila Tagore,9826,Sharmila Tagore,nm0846616,Sharmila Tagore,nm0846616,Nayak: The Hero,1966,1
1605,Sharmila Tagore Sharmila Tagore,9826,Sharmila Tagore,nm0846616,Sharmila Tagore,nm0846616,Company Limited,1971,1
1606,Sharmila Tagore Subhendu Chatterjee,1970,Sharmila Tagore,nm0846616,Subhendu Chatterjee,nm0154166,Days and Nights in the Forest,1970,1
1607,Sharmila Tagore Subrata Sensharma,1966,Sharmila Tagore,nm0846616,Subrata Sensharma,nm0784478,Nayak: The Hero,1966,1
1608,Shyamal Ghoshal Anil Chatterjee,1963,Shyamal Ghoshal,nm0315929,Anil Chatterjee,nm0154110,The Big City,1963,1
1609,Shyamal Ghoshal Ashok Mitra,1963,Shyamal Ghoshal,nm0315929,Ashok Mitra,nm1371495,The Big City,1963,1
1610,Shyamal Ghoshal Gitali Roy,5894,Shyamal Ghoshal,nm0315929,Gitali Roy,nm0747030,Charulata,1964,1
1611,Shyamal Ghoshal Gitali Roy,5894,Shyamal Ghoshal,nm0315929,Gitali Roy,nm0747030,The Big City,1963,1
1612,Shyamal Ghoshal Gitali Roy,5894,Shyamal Ghoshal,nm0315929,Gitali Roy,nm0747030,The Zoo,1967,1
1613,Shyamal Ghoshal Kamu Mukherjee,1964,Shyamal Ghoshal,nm0315929,Kamu Mukherjee,nm0611536,Charulata,1964,1
1614,Shyamal Ghoshal Madhabi Mukherjee,3927,Shyamal Ghoshal,nm0315929,Madhabi Mukherjee,nm0611538,Charulata,1964,1
1615,Shyamal Ghoshal Madhabi Mukherjee,3927,Shyamal Ghoshal,nm0315929,Madhabi Mukherjee,nm0611538,The Big City,1963,1
1616,Shyamal Ghoshal Nripati Chatterjee,1967,Shyamal Ghoshal,nm0315929,Nripati Chatterjee,nm0154142,The Zoo,1967,1
1617,Shyamal Ghoshal Prasad Mukherjee,1967,Shyamal Ghoshal,nm0315929,Prasad Mukherjee,nm0611546,The Zoo,1967,1
1618,Shyamal Ghoshal Shailen Ganguli,3930,Shyamal Ghoshal,nm0315929,Shailen Ganguli,nm0304352,The Big City,1963,1
1619,Shyamal Ghoshal Shailen Ganguli,3930,Shyamal Ghoshal,nm0315929,Shailen Ganguli,nm0304352,The Zoo,1967,1
1620,Shyamal Ghoshal Shailen Mukherjee,5894,Shyamal Ghoshal,nm0315929,Shailen Mukherjee,nm0611561,Charulata,1964,1
1621,Shyamal Ghoshal Shailen Mukherjee,5894,Shyamal Ghoshal,nm0315929,Shailen Mukherjee,nm0611561,The Big City,1963,1
1622,Shyamal Ghoshal Shailen Mukherjee,5894,Shyamal Ghoshal,nm0315929,Shailen Mukherjee,nm0611561,The Zoo,1967,1
1623,Shyamal Ghoshal Shyamal Ghoshal,5894,Shyamal Ghoshal,nm0315929,Shyamal Ghoshal,nm0315929,Charulata,1964,1
1624,Shyamal Ghoshal Shyamal Ghoshal,5894,Shyamal Ghoshal,nm0315929,Shyamal Ghoshal,nm0315929,The Big City,1963,1
1625,Shyamal Ghoshal Shyamal Ghoshal,5894,Shyamal Ghoshal,nm0315929,Shyamal Ghoshal,nm0315929,The Zoo,1967,1
1626,Shyamal Ghoshal Subhendu Chatterjee,1967,Shyamal Ghoshal,nm0315929,Subhendu Chatterjee,nm0154166,The Zoo,1967,1
1627,Shyamal Ghoshal Subrata Sensharma,3927,Shyamal Ghoshal,nm0315929,Subrata Sensharma,nm0784478,Charulata,1964,1
1628,Shyamal Ghoshal Subrata Sensharma,3927,Shyamal Ghoshal,nm0315929,Subrata Sensharma,nm0784478,The Big City,1963,1
1629,Shyamal Ghoshal Tapan Chatterjee,1963,Shyamal Ghoshal,nm0315929,Tapan Chatterjee,nm0154170,The Big City,1963,1
1630,Soumitra Chatterjee Abani Mukherjee,3941,Soumitra Chatterjee,nm0154164,Abani Mukherjee,nm0611505,Abhijaan,1962,1
1631,Soumitra Chatterjee Abani Mukherjee,3941,Soumitra Chatterjee,nm0154164,Abani Mukherjee,nm0611505,Joi Baba Felunath: The Elephant God,1979,1
1632,Soumitra Chatterjee Ajit Banerjee,3952,Soumitra Chatterjee,nm0154164,Ajit Banerjee,nm0051830,Branches of the Tree,1990,1
1633,Soumitra Chatterjee Ajit Banerjee,3952,Soumitra Chatterjee,nm0154164,Ajit Banerjee,nm0051830,Abhijaan,1962,1
1634,Soumitra Chatterjee Ajoy Banerjee,3954,Soumitra Chatterjee,nm0154164,Ajoy Banerjee,nm0051831,The Golden Fortress,1974,1
1635,Soumitra Chatterjee Ajoy Banerjee,3954,Soumitra Chatterjee,nm0154164,Ajoy Banerjee,nm0051831,Heerak Rajar Deshe,1980,1
1636,Soumitra Chatterjee Anil Chatterjee,3921,Soumitra Chatterjee,nm0154164,Anil Chatterjee,nm0154110,Teen Kanya,1961,1
1637,Soumitra Chatterjee Anil Chatterjee,3921,Soumitra Chatterjee,nm0154164,Anil Chatterjee,nm0154110,The Goddess,1960,1
1638,Soumitra Chatterjee Aparna Sen,3931,Soumitra Chatterjee,nm0154164,Aparna Sen,nm0031967,Teen Kanya,1961,1
1639,Soumitra Chatterjee Aparna Sen,3931,Soumitra Chatterjee,nm0154164,Aparna Sen,nm0031967,Days and Nights in the Forest,1970,1
1640,Soumitra Chatterjee Bimal Chatterjee,5933,Soumitra Chatterjee,nm0154164,Bimal Chatterjee,nm0154115,The Golden Fortress,1974,1
1641,Soumitra Chatterjee Bimal Chatterjee,5933,Soumitra Chatterjee,nm0154164,Bimal Chatterjee,nm0154115,Joi Baba Felunath: The Elephant God,1979,1
1642,Soumitra Chatterjee Bimal Chatterjee,5933,Soumitra Chatterjee,nm0154164,Bimal Chatterjee,nm0154115,Heerak Rajar Deshe,1980,1
1643,Soumitra Chatterjee Bireswar Sen,1962,Soumitra Chatterjee,nm0154164,Bireswar Sen,nm0784001,Abhijaan,1962,1
1644,Soumitra Chatterjee Charuprakash Ghosh,1962,Soumitra Chatterjee,nm0154164,Charuprakash Ghosh,nm0315882,Abhijaan,1962,1
1645,Soumitra Chatterjee Chhabi Biswas,1960,Soumitra Chatterjee,nm0154164,Chhabi Biswas,nm0084435,The Goddess,1960,1
1646,Soumitra Chatterjee Dhritiman Chatterjee,1989,Soumitra Chatterjee,nm0154164,Dhritiman Chatterjee,nm0154122,An Enemy of the People,1989,1
1647,Soumitra Chatterjee Dibyendu Chatterjee,3944,Soumitra Chatterjee,nm0154164,Dibyendu Chatterjee,nm4814634,Days and Nights in the Forest,1970,1
1648,Soumitra Chatterjee Dibyendu Chatterjee,3944,Soumitra Chatterjee,nm0154164,Dibyendu Chatterjee,nm4814634,The Golden Fortress,1974,1
1649,Soumitra Chatterjee Dipankar Dey,3979,Soumitra Chatterjee,nm0154164,Dipankar Dey,nm0212541,Branches of the Tree,1990,1
1650,Soumitra Chatterjee Dipankar Dey,3979,Soumitra Chatterjee,nm0154164,Dipankar Dey,nm0212541,An Enemy of the People,1989,1
1651,Soumitra Chatterjee Gitali Roy,1964,Soumitra Chatterjee,nm0154164,Gitali Roy,nm0747030,Charulata,1964,1
1652,Soumitra Chatterjee Gopal Dey,1980,Soumitra Chatterjee,nm0154164,Gopal Dey,nm0223342,Heerak Rajar Deshe,1980,1
1653,Soumitra Chatterjee Govinda Chakravarti,7898,Soumitra Chatterjee,nm0154164,Govinda Chakravarti,nm0149838,Teen Kanya,1961,1
1654,Soumitra Chatterjee Govinda Chakravarti,7898,Soumitra Chatterjee,nm0154164,Govinda Chakravarti,nm0149838,Distant Thunder,1973,1
1655,Soumitra Chatterjee Govinda Chakravarti,7898,Soumitra Chatterjee,nm0154164,Govinda Chakravarti,nm0149838,Heerak Rajar Deshe,1980,1
1656,Soumitra Chatterjee Govinda Chakravarti,7898,Soumitra Chatterjee,nm0154164,Govinda Chakravarti,nm0149838,Ghare-Baire,1984,1
1657,Soumitra Chatterjee Haradhan Bannerjee,7908,Soumitra Chatterjee,nm0154164,Haradhan Bannerjee,nm0052329,Branches of the Tree,1990,1
1658,Soumitra Chatterjee Haradhan Bannerjee,7908,Soumitra Chatterjee,nm0154164,Haradhan Bannerjee,nm0052329,The Coward,1965,1
1659,Soumitra Chatterjee Haradhan Bannerjee,7908,Soumitra Chatterjee,nm0154164,Haradhan Bannerjee,nm0052329,The Golden Fortress,1974,1
1660,Soumitra Chatterjee Haradhan Bannerjee,7908,Soumitra Chatterjee,nm0154164,Haradhan Bannerjee,nm0052329,Joi Baba Felunath: The Elephant God,1979,1
1661,Soumitra Chatterjee Haridhan Mukherjee,1980,Soumitra Chatterjee,nm0154164,Haridhan Mukherjee,nm0154128,Heerak Rajar Deshe,1980,1
1662,Soumitra Chatterjee Haridhan Nag,3923,Soumitra Chatterjee,nm0154164,Haridhan Nag,nm5570266,Teen Kanya,1961,1
1663,Soumitra Chatterjee Haridhan Nag,3923,Soumitra Chatterjee,nm0154164,Haridhan Nag,nm5570266,Abhijaan,1962,1
1664,Soumitra Chatterjee Harindranath Chattopadhyay,1974,Soumitra Chatterjee,nm0154164,Harindranath Chattopadhyay,nm0154129,The Golden Fortress,1974,1
1665,Soumitra Chatterjee Kali Bannerjee,1961,Soumitra Chatterjee,nm0154164,Kali Bannerjee,nm0052332,Teen Kanya,1961,1
1666,Soumitra Chatterjee Kamu Mukherjee,9887,Soumitra Chatterjee,nm0154164,Kamu Mukherjee,nm0611536,Branches of the Tree,1990,1
1667,Soumitra Chatterjee Kamu Mukherjee,9887,Soumitra Chatterjee,nm0154164,Kamu Mukherjee,nm0611536,Charulata,1964,1
1668,Soumitra Chatterjee Kamu Mukherjee,9887,Soumitra Chatterjee,nm0154164,Kamu Mukherjee,nm0611536,The Golden Fortress,1974,1
1669,Soumitra Chatterjee Kamu Mukherjee,9887,Soumitra Chatterjee,nm0154164,Kamu Mukherjee,nm0611536,Joi Baba Felunath: The Elephant God,1979,1
1670,Soumitra Chatterjee Kamu Mukherjee,9887,Soumitra Chatterjee,nm0154164,Kamu Mukherjee,nm0611536,Heerak Rajar Deshe,1980,1
1671,Soumitra Chatterjee Kartik Chatterjee,1980,Soumitra Chatterjee,nm0154164,Kartik Chatterjee,nm0154135,Heerak Rajar Deshe,1980,1
1672,Soumitra Chatterjee Karuna Bannerjee,1960,Soumitra Chatterjee,nm0154164,Karuna Bannerjee,nm0052334,The Goddess,1960,1
1673,Soumitra Chatterjee Khagen Pathak,1961,Soumitra Chatterjee,nm0154164,Khagen Pathak,nm0665546,Teen Kanya,1961,1
1674,Soumitra Chatterjee Madhabi Mukherjee,3929,Soumitra Chatterjee,nm0154164,Madhabi Mukherjee,nm0611538,Charulata,1964,1
1675,Soumitra Chatterjee Madhabi Mukherjee,3929,Soumitra Chatterjee,nm0154164,Madhabi Mukherjee,nm0611538,The Coward,1965,1
1676,Soumitra Chatterjee Mamata Shankar,3979,Soumitra Chatterjee,nm0154164,Mamata Shankar,nm0788164,Branches of the Tree,1990,1
1677,Soumitra Chatterjee Mamata Shankar,3979,Soumitra Chatterjee,nm0154164,Mamata Shankar,nm0788164,An Enemy of the People,1989,1
1678,Soumitra Chatterjee Monu Mukherjee,5941,Soumitra Chatterjee,nm0154164,Monu Mukherjee,nm0611540,Distant Thunder,1973,1
1679,Soumitra Chatterjee Monu Mukherjee,5941,Soumitra Chatterjee,nm0154164,Monu Mukherjee,nm0611540,Joi Baba Felunath: The Elephant God,1979,1
1680,Soumitra Chatterjee Monu Mukherjee,5941,Soumitra Chatterjee,nm0154164,Monu Mukherjee,nm0611540,An Enemy of the People,1989,1
1681,Soumitra Chatterjee Noni Ganguly,5915,Soumitra Chatterjee,nm0154164,Noni Ganguly,nm0304363,Abhijaan,1962,1
1682,Soumitra Chatterjee Noni Ganguly,5915,Soumitra Chatterjee,nm0154164,Noni Ganguly,nm0304363,Distant Thunder,1973,1
1683,Soumitra Chatterjee Noni Ganguly,5915,Soumitra Chatterjee,nm0154164,Noni Ganguly,nm0304363,Heerak Rajar Deshe,1980,1
1684,Soumitra Chatterjee Nripati Chatterjee,1961,Soumitra Chatterjee,nm0154164,Nripati Chatterjee,nm0154142,Teen Kanya,1961,1
1685,Soumitra Chatterjee Pahadi Sanyal,1970,Soumitra Chatterjee,nm0154164,Pahadi Sanyal,nm0764406,Days and Nights in the Forest,1970,1
1686,Soumitra Chatterjee Promode Ganguly,3970,Soumitra Chatterjee,nm0154164,Promode Ganguly,nm0304365,Branches of the Tree,1990,1
1687,Soumitra Chatterjee Promode Ganguly,3970,Soumitra Chatterjee,nm0154164,Promode Ganguly,nm0304365,Heerak Rajar Deshe,1980,1
1688,Soumitra Chatterjee Rabi Ghosh,5912,Soumitra Chatterjee,nm0154164,Rabi Ghosh,nm0315917,Days and Nights in the Forest,1970,1
1689,Soumitra Chatterjee Rabi Ghosh,5912,Soumitra Chatterjee,nm0154164,Rabi Ghosh,nm0315917,Abhijaan,1962,1
1690,Soumitra Chatterjee Rabi Ghosh,5912,Soumitra Chatterjee,nm0154164,Rabi Ghosh,nm0315917,Heerak Rajar Deshe,1980,1
1691,Soumitra Chatterjee Rajkumar Lahiri,5932,Soumitra Chatterjee,nm0154164,Rajkumar Lahiri,nm1708115,Distant Thunder,1973,1
1692,Soumitra Chatterjee Rajkumar Lahiri,5932,Soumitra Chatterjee,nm0154164,Rajkumar Lahiri,nm1708115,Joi Baba Felunath: The Elephant God,1979,1
1693,Soumitra Chatterjee Rajkumar Lahiri,5932,Soumitra Chatterjee,nm0154164,Rajkumar Lahiri,nm1708115,Heerak Rajar Deshe,1980,1
1694,Soumitra Chatterjee Santi Chatterjee,5901,Soumitra Chatterjee,nm0154164,Santi Chatterjee,nm0154155,Abhijaan,1962,1
1695,Soumitra Chatterjee Santi Chatterjee,5901,Soumitra Chatterjee,nm0154164,Santi Chatterjee,nm0154155,The Coward,1965,1
1696,Soumitra Chatterjee Santi Chatterjee,5901,Soumitra Chatterjee,nm0154164,Santi Chatterjee,nm0154155,The Golden Fortress,1974,1
1697,Soumitra Chatterjee Santosh Dutta,7894,Soumitra Chatterjee,nm0154164,Santosh Dutta,nm0244904,Teen Kanya,1961,1
1698,Soumitra Chatterjee Santosh Dutta,7894,Soumitra Chatterjee,nm0154164,Santosh Dutta,nm0244904,The Golden Fortress,1974,1
1699,Soumitra Chatterjee Santosh Dutta,7894,Soumitra Chatterjee,nm0154164,Santosh Dutta,nm0244904,Joi Baba Felunath: The Elephant God,1979,1
1700,Soumitra Chatterjee Santosh Dutta,7894,Soumitra Chatterjee,nm0154164,Santosh Dutta,nm0244904,Heerak Rajar Deshe,1980,1
1701,Soumitra Chatterjee Satya Banerjee,3968,Soumitra Chatterjee,nm0154164,Satya Banerjee,nm0051810,Joi Baba Felunath: The Elephant God,1979,1
1702,Soumitra Chatterjee Satya Banerjee,3968,Soumitra Chatterjee,nm0154164,Satya Banerjee,nm0051810,An Enemy of the People,1989,1
1703,Soumitra Chatterjee Shailen Ganguli,1980,Soumitra Chatterjee,nm0154164,Shailen Ganguli,nm0304352,Heerak Rajar Deshe,1980,1
1704,Soumitra Chatterjee Shailen Mukherjee,3938,Soumitra Chatterjee,nm0154164,Shailen Mukherjee,nm0611561,Charulata,1964,1
